Effective date ,S&P 500,change,percentage change,Gain (Binary)
22/01/2021,3841.47,-11.6,-0.003010586,0
25/01/2021,3855.36,13.89,0.003615803,1
26/01/2021,3849.62,-5.74,-0.001488836,0
27/01/2021,3750.77,-98.85,-0.025677859,0
28/01/2021,3787.38,36.61,0.009760662,1
29/01/2021,3714.24,-73.14,-0.019311503,0
01/02/2021,3773.86,59.62,0.016051736,1
02/02/2021,3826.31,52.45,0.013898237,1
03/02/2021,3830.17,3.86,0.001008805,1
04/02/2021,3871.74,41.57,0.010853304,1
05/02/2021,3886.83,15.09,0.003897472,1
08/02/2021,3915.59,28.76,0.007399346,1
09/02/2021,3911.23,-4.36,-0.001113498,0
10/02/2021,3909.88,-1.35,-0.00034516,0
11/02/2021,3916.38,6.5,0.001662455,1
12/02/2021,3934.83,18.45,0.004710983,1
16/02/2021,3932.59,-2.24,-0.000569275,0
17/02/2021,3931.33,-1.26,-0.0003204,0
18/02/2021,3913.97,-17.36,-0.004415808,0
19/02/2021,3906.71,-7.26,-0.001854894,0
22/02/2021,3876.5,-30.21,-0.007732849,0
23/02/2021,3881.37,4.87,0.001256288,1
24/02/2021,3925.43,44.06,0.011351662,1
25/02/2021,3829.34,-96.09,-0.024478847,0
26/02/2021,3811.15,-18.19,-0.004750166,0
01/03/2021,3901.82,90.67,0.023790719,1
02/03/2021,3870.29,-31.53,-0.008080844,0
03/03/2021,3819.72,-50.57,-0.013066204,0
04/03/2021,3768.47,-51.25,-0.013417214,0
05/03/2021,3841.94,73.47,0.019495976,1
08/03/2021,3821.35,-20.59,-0.005359272,0
09/03/2021,3875.44,54.09,0.014154684,1
10/03/2021,3898.81,23.37,0.006030283,1
11/03/2021,3939.34,40.53,0.01039548,1
12/03/2021,3943.34,4,0.001015399,1
15/03/2021,3968.94,25.6,0.006491959,1
16/03/2021,3962.71,-6.23,-0.001569689,0
17/03/2021,3974.12,11.41,0.002879343,1
,,,,
,,,,
,,,,
"Source: S&P Dow Jones Indices LLC.

The launch date of the S&P 500 was March 4, 1957.

All information presented prior to the index launch date is back-tested. Back-tested performance is not actual performance, but is hypothetical. The back-test calculations are based on the same methodology that was in effect when the index was officially launched. Past performance is not an indication or guarantee of future results.  Please see the Performance Disclosure at http://www.spindices.com/regulatory-affairs-disclaimers/ for more information regarding the inherent limitations associated with back-tested performance.

Copyright © 2021 S&P Dow Jones Indices LLC. All rights reserved. Redistribution or reproduction in whole or in part are prohibited without written permission. STANDARD & POOR’S and S&P are registered trademarks of Standard & Poor’s Financial Services LLC (“S&P”); DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”); and these trademarks have been licensed for use by S&P Dow Jones Indices LLC. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spdji.com.",,,,
