Date,Open,High,Low,Close
05/2020,"2,869.09","3,068.67","2,766.64","3,044.31"
04/2020,"2,498.08","2,954.86","2,447.49","2,912.43"
03/2020,"2,974.28","3,136.72","2,191.86","2,584.59"
